Material composition,O p-band center (eV),Predicted Log k* (cm/s),Bandgap (eV),Charge transfer gap (eV),Energy above convex hull (meV/atom),Formation energy (eV/atom)
Sr4Ca4Mn2Co6O24,-1.868,-4.4957,0,0,149.647778,-1.307367736
Y4Ca4Mn2Co6O24,-2.348,-6.1016,0,0,210.1078353,-1.529350911
Ba4Ca4Mn4Co4O24,-1.536,-3.3848,0,0.258,195.6727542,-1.340436893
La4Ca4Mn4Co4O24,-2.505,-6.6269,0.365,0.395,91.28475717,-1.733669457
Pr4Ca4Mn4Co4O24,-2.026,-5.0243,0,0,97.70911135,-1.679655741
Ba4Ca4Co7Ni1O24,-1.661,-3.8031,0,0,212.7566308,-1.099725711
La4Ca4Co7Ni1O24,-2.169,-5.5027,0,0,83.54954986,-1.513423775
Pr4Ca4Co7Ni1O24,-2.321,-6.0113,0,0,135.1647566,-1.426305809
Sr4Ca4Co7Ni1O24,-1.855,-4.4522,0,0,166.2128128,-1.160284574
Y4Ca4Co7Ni1O24,-1.875,-4.5191,0,0,88.62675986,-1.531196999
Ba4Ca4Co6Ni2O24,-1.639,-3.7295,0,0,247.6849749,-1.03976982
La4Ca4Co6Ni2O24,-2.226,-5.6935,0,0,151.356144,-1.420589634
Pr4Ca4Co6Ni2O24,-2.042,-5.0778,0,0,161.2933507,-1.375149668
Sr4Ca4Co6Ni2O24,-1.804,-4.2815,0,0,208.6591569,-1.092810683
Y4Ca4Co6Ni2O24,-2.564,-6.8243,0,0,252.161354,-1.342634858
Ba4Ca4Co4Ni4O24,-1.537,-3.3882,0,0,296.0959131,-0.941303789
La4Ca4Co4Ni4O24,-2.131,-5.3756,0,0,177.3178322,-1.344572853
Pr4Ca4Co4Ni4O24,-1.919,-4.6663,0,0,184.5165389,-1.301871387
Sr4Ca4Co4Ni4O24,-1.633,-3.7094,0,0,247.0050951,-1.004409652
Y4Ca4Co4Ni4O24,-2.059,-5.1347,0,0,280.8542922,-1.263886827
Ba4Ca4Mn7Co1O24,-1.628,-3.6927,0,0,206.6101336,-1.471410675
La4Ca4Mn7Co1O24,-2.636,-7.0652,0,0.215,96.92679621,-1.863600988
Pr4Ca4Mn7Co1O24,-2.263,-5.8172,0,0.188,103.4561355,-1.817058773
Sr4Ca4Mn7Co1O24,-1.724,-4.0139,0,0,154.6418111,-1.540447038
Y4Ca4Mn7Co1O24,-2.499,-6.6069,0,0.218,192.0887468,-1.775064963
Ba4Ca4Mn6Co2O24,-1.544,-3.4116,0,0,198.5926738,-1.432124414
La4Ca4Mn6Co2O24,-2.607,-6.9682,0,0,100.1174267,-1.819444228
Pr4Ca4Mn6Co2O24,-2.354,-6.1217,0,0,98.39446077,-1.774403762
Sr4Ca4Mn6Co2O24,-1.763,-4.1443,0,0,141.9211013,-1.505864027
Y4Ca4Mn6Co2O24,-2.536,-6.7306,0,0,193.9698557,-1.730291952
Pr4Ca4Mn4Co4O24,-2.203,-5.6165,0.38,0.411,88.47736135,-1.688887491
Sr4Ca4Mn4Co4O24,-1.737,-4.0574,0,0.161,140.2651818,-1.412912506
Y4Ca4Mn4Co4O24,-2.326,-6.028,0.345,0.376,187.8852549,-1.646180931
Ba4Ca4Mn7Fe1O24,-1.538,-3.3915,0,0,192.7127554,-1.51768646
La4Ca4Mn7Fe1O24,-2.535,-6.7273,0,0.345,94.43350892,-1.901199524
Pr4Ca4Mn7Fe1O24,-2.261,-5.8106,0,0.318,100.7636461,-1.855860558
Sr4Ca4Mn7Fe1O24,-1.727,-4.0239,0,0,135.408933,-1.592058323
Y4Ca4Mn7Fe1O24,-2.469,-6.5065,0,0.351,188.513164,-1.809915998
Ba4Ca4Mn6Fe2O24,-1.451,-3.1005,0,0,192.0104175,-1.503463485
La4Ca4Mn6Fe2O24,-2.56,-6.8109,0,0.103,94.83760214,-1.894934549
Pr4Ca4Mn6Fe2O24,-2.281,-5.8775,0,0.106,95.45473206,-1.849562083
Sr4Ca4Mn6Fe2O24,-1.654,-3.7797,0,0,131.977595,-1.580564348
Y4Ca4Mn6Fe2O24,-2.504,-6.6236,0,0.14,183.4491901,-1.803363523
Ba4Ca4Mn7Ni1O24,-1.526,-3.3514,0,0.279,213.3332277,-1.439660034
La4Ca4Mn7Ni1O24,-2.427,-6.366,0,0.305,102.7945838,-1.831814348
Pr4Ca4Mn7Ni1O24,-2.149,-5.4358,0,0,108.4259796,-1.787061382
Sr4Ca4Mn7Ni1O24,-1.639,-3.7295,0,0.358,159.4014052,-1.510659897
Y4Ca4Mn7Ni1O24,-2.301,-5.9444,0,0.311,197.3090003,-1.747023072
Ba4Ca4Mn6Ni2O24,-1.473,-3.1741,0,0,234.968862,-1.345693133
La4Ca4Mn6Ni2O24,-2.286,-5.8942,0,0.114,116.2787181,-1.745998947
Pr4Ca4Mn6Ni2O24,-2.005,-4.954,0,0,121.127399,-1.701615731
Sr4Ca4Mn6Ni2O24,-1.567,-3.4886,0,0,185.8070395,-1.411922996
Y4Ca4Mn6Ni2O24,-2.119,-5.3355,0,0.117,216.4546126,-1.662163921
Ba4Ca4Mn4Ni4O24,-1.379,-2.8596,0,1.195,313.7228806,-1.122276581
La4Ca4Mn4Ni4O24,-1.99,-4.9038,0,0.964,154.7076109,-1.561047645
Pr4Ca4Mn4Ni4O24,-1.713,-3.9771,0,0.986,160.2339878,-1.517020679
Sr4Ca4Mn4Ni4O24,-1.486,-3.2176,0,0.877,240.5765582,-1.212490944
Y4Ca4Mn4Ni4O24,-1.774,-4.1811,0,1.057,259.0863813,-1.474869619
Ba4Ca4Ni7Co1O24,-1.505,-3.2811,0,0,354.7377519,-0.779144367
La4Ca4Ni7Co1O24,-2.062,-5.1447,0,0,253.0198645,-1.193788181
Pr4Ca4Ni7Co1O24,-1.824,-4.3484,0,0,259.2165712,-1.152088715
Sr4Ca4Ni7Co1O24,-1.626,-3.686,0,0,329.0428343,-0.83398548
Y4Ca4Ni7Co1O24,-1.936,-4.7232,0,0,353.3495745,-1.116308905
Ba4Ca4Ni6Co2O24,-1.546,-3.4183,0,0,364.7071013,-0.822637508
La4Ca4Ni6Co2O24,-2.088,-5.2317,0,0,238.5222704,-1.233313322
Pr4Ca4Ni6Co2O24,-1.841,-4.4053,0,0,245.4889771,-1.190843856
Sr4Ca4Ni6Co2O24,-1.687,-3.8901,0,0,315.5148751,-0.878091871
Y4Ca4Ni6Co2O24,-1.889,-4.5659,0,0,338.9554804,-1.155730546
Ba4Ca4Ni4Co4O24,-1.529,-3.3614,0,0,330.9399131,-0.906459789
La4Ca4Ni4Co4O24,-2.17,-5.5061,0,0,179.9993322,-1.341891353
Pr4Ca4Ni4Co4O24,-1.95,-4.77,0,0,186.7177889,-1.299670137
Sr4Ca4Ni4Co4O24,-1.637,-3.7228,0,0,250.9958451,-1.000418902
Y4Ca4Ni4Co4O24,-1.651,-3.7696,0,0.2,144.8890422,-1.399852077
Ba4Ca4Fe1Ni7O24,-1.491,-3.2343,0,0,332.2121369,-0.817964403
La4Ca4Fe1Ni7O24,-2.066,-5.1581,0,0,252.0010505,-1.230785966
Pr4Ca4Fe1Ni7O24,-1.816,-4.3217,0,0,258.6400468,-1.189187501
Sr4Ca4Fe1Ni7O24,-1.613,-3.6425,0,0,317.205543,-0.880811516
Y4Ca4Fe1Ni7O24,-1.927,-4.6931,0,0,350.0525705,-1.153252691
Ba4Ca4Fe2Ni6O24,-1.499,-3.2611,0,0.12,317.3568714,-0.902576579
La4Ca4Fe2Ni6O24,-2.038,-5.0644,0,0,230.9176424,-1.312875892
Pr4Ca4Fe2Ni6O24,-1.797,-4.2581,0,0,238.9881783,-1.270389177
Sr4Ca4Fe2Ni6O24,-1.632,-3.706,0,0.482,298.5257926,-0.965058442
Y4Ca4Fe2Ni6O24,-1.957,-4.7934,0,0,328.5417225,-1.233437867
Ba4Ca4Mn1Ni7O24,-1.479,-3.1941,0,0,349.6054051,-0.823979378
La4Ca4Mn1Ni7O24,-2.074,-5.1849,0,0,247.4742467,-1.247799941
Pr4Ca4Mn1Ni7O24,-1.823,-4.3451,0,0,252.6114959,-1.206410476
Sr4Ca4Mn1Ni7O24,-1.575,-3.5153,0,0,323.6341506,-0.894837491
Y4Ca4Mn1Ni7O24,-1.885,-4.5525,0,0,346.9020343,-1.170060166
Ba4Ca4Mn2Ni6O24,-1.451,-3.1005,0,0,346.0879077,-0.920662029
La4Ca4Mn2Ni6O24,-2.036,-5.0577,0,0,218.1372847,-1.350630593
Pr4Ca4Mn2Ni6O24,-1.769,-4.1644,0,0,223.3078265,-1.308458377
Sr4Ca4Mn2Ni6O24,-1.547,-3.4217,0,0,305.4145078,-0.999078892
Y4Ca4Mn2Ni6O24,-1.85,-4.4354,0,0,318.4346499,-1.270858817
Pr4Ca4Mn4Ni4O24,-1.718,-3.9938,0,0.947,164.0022378,-1.513252429
Ba4Sr4Fe1Co7O24,-1.609,-3.6291,0,0,120.4035296,-1.223204721
Ca4Sr4Fe1Co7O24,-1.929,-4.6997,0,0,141.4534555,-1.2432285
La4Sr4Fe1Co7O24,-2.578,-6.8712,0,0,71.04489782,-1.559876285
Pr4Sr4Fe1Co7O24,-2.272,-5.8474,0,0,85.49364413,-1.510468069
Y4Sr4Fe1Co7O24,-1.954,-4.7834,0,0,89.57790862,-1.561371759
Ca4Sr4Fe2Co6O24,-1.888,-4.5626,0,0,142.8261923,-1.275012785
La4Sr4Fe2Co6O24,-2.438,-6.4028,0,0,78.90633383,-1.58799382
Pr4Sr4Fe2Co6O24,-2.214,-5.6533,0,0,84.93486971,-1.547549104
Y4Sr4Fe2Co6O24,-1.892,-4.576,0,0,104.4596454,-1.579647044
Ba4Sr4Mn1Co7O24,-1.589,-3.5622,0,0,124.8425724,-1.238353946
Ca4Sr4Mn1Co7O24,-1.922,-4.6763,0,0,144.1544983,-1.260115725
La4Sr4Mn1Co7O24,-2.586,-6.8979,0,0,68.40090273,-1.58071426
Pr4Sr4Mn1Co7O24,-2.14,-5.4057,0,0,79.9859482,-1.532198794
Y4Sr4Mn1Co7O24,-1.948,-4.7633,0,0,88.59695145,-1.581940984
Ba4Sr4Mn2Co6O24,-1.545,-3.415,0,0,134.5996021,-1.281342207
Ca4Sr4Mn2Co6O24,-1.804,-4.2815,0,0,150.042028,-1.306973486
La4Sr4Mn2Co6O24,-2.46,-6.4764,0,0.121,55.94984366,-1.64733827
Pr4Sr4Mn2Co6O24,-2.028,-5.031,0.194,0.226,65.64422785,-1.599285805
Y4Sr4Mn2Co6O24,-2.187,-5.563,0.225,0.257,170.0059811,-1.553277245
Ca4Sr4Mn4Co4O24,-1.73,-4.0339,0,0,138.5759318,-1.414601756
Ba4Sr4Co7Ni1O24,-1.559,-3.4618,0,0,148.8738869,-1.136549795
Ca4Sr4Co7Ni1O24,-1.846,-4.422,0,0,179.6593128,-1.146838074
La4Sr4Co7Ni1O24,-2.323,-6.018,0,0,79.32480591,-1.490589859
Pr4Sr4Co7Ni1O24,-1.839,-4.3986,0,0,89.54726266,-1.444864643
Y4Sr4Co7Ni1O24,-1.85,-4.4354,0,0,109.3810159,-1.483384083
Ba4Sr4Co6Ni2O24,-1.52,-3.3313,0,0,182.220981,-1.078175154
Ca4Sr4Co6Ni2O24,-1.836,-4.3886,0,0,213.3656569,-1.088104183
La4Sr4Co6Ni2O24,-2.231,-5.7102,0,0,97.37215001,-1.447514968
Pr4Sr4Co6Ni2O24,-1.939,-4.7332,0,0,118.3141068,-1.391070252
Y4Sr4Co6Ni2O24,-1.888,-4.5626,0,0,123.03536,-1.444702192
Ba4Sr4Co4Ni4O24,-1.377,-2.8529,0,0,223.624761,-0.978963373
Ca4Sr4Co4Ni4O24,-1.63,-3.6994,0,0,244.8003451,-1.006614402
La4Sr4Co4Ni4O24,-2.121,-5.3421,0,0,136.4430882,-1.358388937
Pr4Sr4Co4Ni4O24,-1.698,-3.9269,0,0.121,139.928045,-1.319401221
Y4Sr4Co4Ni4O24,-1.682,-3.8733,0,0,147.5252982,-1.370157161
Ba4Sr4Mn7Co1O24,-1.442,-3.0703,0,0,162.7842126,-1.498302759
Ca4Sr4Mn7Co1O24,-1.718,-3.9938,0,0,151.8983111,-1.543190538
La4Sr4Mn7Co1O24,-2.447,-6.4329,0,0.245,60.28509071,-1.887070322
Pr4Sr4Mn7Co1O24,-2.047,-5.0946,0,0.256,64.02417181,-1.839687107
Y4Sr4Mn7Co1O24,-2.098,-5.2652,0,0,55.5045542,-1.890394547
Ba4Sr4Mn6Co2O24,-1.414,-2.9767,0,0,165.1097297,-1.450745498
Ca4Sr4Mn6Co2O24,-1.765,-4.151,0,0,139.2313513,-1.508553777
La4Sr4Mn6Co2O24,-2.445,-6.4262,0,0,59.52415623,-1.842328812
Pr4Sr4Mn6Co2O24,-1.924,-4.683,0,0,64.5557199,-1.792016846
Y4Sr4Mn6Co2O24,-2.325,-6.0247,0,0,158.2029129,-1.743721786
Ba4Sr4Mn4Co4O24,-1.381,-2.8662,0,0.326,138.0912258,-1.378549977
La4Sr4Mn4Co4O24,-2.426,-6.3626,0.305,0.335,54.63840294,-1.754140291
Pr4Sr4Mn4Co4O24,-2.023,-5.0143,0.322,0.354,54.1587672,-1.707336325
Y4Sr4Mn4Co4O24,-1.795,-4.2514,0,0,77.46656255,-1.736427515
Ba4Sr4Mn7Fe1O24,-1.391,-2.8997,0,0.219,133.8833674,-1.556924544
Ca4Sr4Mn7Fe1O24,-1.69,-3.9001,0,0,132.392433,-1.595074823
La4Sr4Mn7Fe1O24,-2.351,-6.1117,0,0.311,53.12824467,-1.925610358
Pr4Sr4Mn7Fe1O24,-1.949,-4.7667,0,0.323,61.57636317,-1.878097142
Y4Sr4Mn7Fe1O24,-2.169,-5.5027,0,0,150.8018634,-1.825322332
Ba4Sr4Mn6Fe2O24,-1.31,-2.6287,0,0,126.8181702,-1.548883319
Ca4Sr4Mn6Fe2O24,-1.658,-3.793,0,0,129.155595,-1.583386348
La4Sr4Mn6Fe2O24,-2.368,-6.1686,0,0,45.29321414,-1.919326133
Pr4Sr4Mn6Fe2O24,-1.972,-4.8436,0,0,56.85261239,-1.871804417
Y4Sr4Mn6Fe2O24,-2.202,-5.6132,0,0.108,143.5192813,-1.818855607
Ba4Sr4Mn7Ni1O24,-1.387,-2.8863,0,0,160.4348067,-1.475624618
Ca4Sr4Mn7Ni1O24,-1.642,-3.7395,0,0.319,158.4134052,-1.511647897
La4Sr4Mn7Ni1O24,-2.234,-5.7202,0,0,69.20850033,-1.852758682
Pr4Sr4Mn7Ni1O24,-1.846,-4.422,0,0,72.88526591,-1.805798466
Y4Sr4Mn7Ni1O24,-2.04,-5.0711,0,0.278,165.4564605,-1.758036406
Ba4Sr4Mn6Ni2O24,-1.332,-2.7023,0,0,180.0351679,-1.385764967
Ca4Sr4Mn6Ni2O24,-1.566,-3.4852,0,0,184.3307895,-1.413399246
La4Sr4Mn6Ni2O24,-2.131,-5.3756,0,0,83.15072959,-1.766397781
Pr4Sr4Mn6Ni2O24,-1.717,-3.9904,0,0,86.8301581,-1.719687315
Y4Sr4Mn6Ni2O24,-1.861,-4.4722,0,0.119,184.9077254,-1.672204505
Ba4Sr4Mn4Ni4O24,-1.284,-2.5417,0,0.683,199.5780955,-1.200445415
Ca4Sr4Mn4Ni4O24,-1.481,-3.2008,0,0.877,238.5350582,-1.214532444
La4Sr4Mn4Ni4O24,-1.893,-4.5793,0,0.924,117.7922768,-1.582569979
Pr4Sr4Mn4Ni4O24,-1.484,-3.2109,0,0.919,125.5711436,-1.535813763
Y4Sr4Mn4Ni4O24,-1.615,-3.6492,0,0.957,233.3836657,-1.484807953
Ba4Sr4Ni7Co1O24,-1.372,-2.8361,0,0,272.8715799,-0.815097201
Ca4Sr4Ni7Co1O24,-1.633,-3.7094,0,0,324.9450843,-0.83808323
La4Sr4Ni7Co1O24,-1.977,-4.8603,0,0,193.5178274,-1.212927765
Pr4Sr4Ni7Co1O24,-1.588,-3.5588,0,0,202.5255342,-1.168417299
Y4Sr4Ni7Co1O24,-1.47,-3.164,0,0,210.3297874,-1.218966239
Ba4Sr4Ni6Co2O24,-1.406,-2.9499,0,0,283.0424293,-0.858388842
Ca4Sr4Ni6Co2O24,-1.684,-3.88,0,0,312.1156251,-0.881491121
La4Sr4Ni6Co2O24,-1.955,-4.7867,0,0,178.5198683,-1.258504156
Pr4Sr4Ni6Co2O24,-1.611,-3.6358,0,0,184.420825,-1.21710044
Y4Sr4Ni6Co2O24,-1.763,-4.1443,0,0,299.1125783,-1.16076188
Ba4Sr4Ni4Co4O24,-1.371,-2.8328,0,0,227.717761,-0.974870373
Ca4Sr4Ni4Co4O24,-1.635,-3.7161,0,0.923,247.9095951,-1.003505152
La4Sr4Ni4Co4O24,-2.112,-5.312,0,0,132.2115882,-1.362620437
Pr4Sr4Ni4Co4O24,-1.718,-3.9938,0,0,144.135045,-1.315194221
Y4Sr4Ni4Co4O24,-1.715,-3.9837,0,0.12,148.3405482,-1.369341911
Ba4Sr4Fe1Ni7O24,-1.34,-2.7291,0,0.406,242.9654649,-0.861297737
Ca4Sr4Fe1Ni7O24,-1.606,-3.6191,0,0,313.927543,-0.884089516
La4Sr4Fe1Ni7O24,-1.946,-4.7566,0,0,191.4045361,-1.2500298
Pr4Sr4Fe1Ni7O24,-1.569,-3.4953,0,0,200.7604929,-1.205171085
Y4Sr4Fe1Ni7O24,-1.731,-4.0373,0,0,304.8512461,-1.159433525
Ba4Sr4Fe2Ni6O24,-1.346,-2.7491,0,0,228.1696994,-0.945850413
Ca4Sr4Fe2Ni6O24,-1.621,-3.6692,0,0,295.5820426,-0.968002192
La4Sr4Fe2Ni6O24,-1.928,-4.6964,0,0,173.7465357,-1.333254976
Pr4Sr4Fe2Ni6O24,-1.557,-3.4551,0,0,183.5729925,-1.287925761
Y4Sr4Fe2Ni6O24,-1.705,-3.9503,0,0,287.7554957,-1.242096451
Ba4Sr4Mn1Ni7O24,-1.358,-2.7893,0,0,251.7034831,-0.875967962
Ca4Sr4Mn1Ni7O24,-1.502,-3.2711,0,0,347.2959006,-0.871175741
La4Sr4Mn1Ni7O24,-1.963,-4.8135,0,0,204.5548938,-1.257334025
Pr4Sr4Mn1Ni7O24,-1.57,-3.4986,0,0,204.5421005,-1.22184406
Y4Sr4Mn1Ni7O24,-1.724,-4.0139,0,0,318.7853538,-1.165954
Ba4Ba4Mn2Fe6O24,-1.335,-2.7123,0,0.161,271.9065975,-0.931270106
Ca4Ba4Mn2Fe6O24,-1.543,-3.4083,0,0,956.8319557,-0.666962335
La4Ba4Mn2Fe6O24,-1.939,-4.7332,0,0.23,845.3373003,-1.03493737
Pr4Ba4Mn2Fe6O24,-1.543,-3.4083,0,0,857.2316653,-0.989713404
Y4Ba4Mn2Fe6O24,-1.67,-3.8332,0,0,950.2279059,-0.933862094
Co7Ba8O24Al1,-1.317,-2.6521,0,0,151.1551304,-1.282126168
Co6Ba8O24Al2,-1.215,-2.3108,0.226,0,161.6376499,-1.408488763
Co4Ba8O24Al4,-1.199,-2.2573,0,0.114,209.325439,-1.634491204
O24Co7Ba8Ga1,-1.3,-2.5952,0.131,0,142.4161211,-1.21865135
O24Co6Ba8Ga2,-1.239,-2.3911,0,0,128.6391314,-1.297059627
O24Co4Ba8Ga4,-0.937,-1.3807,0,0,181.0199019,-1.373941432
Co7Ba8O24In1,-1.351,-2.7659,0.15,0,110.4724554,-1.22453327
Co6Ba8O24In2,-1.228,-2.3543,0,0,120.1583,-1.253416966
Co4Ba8O24In4,-0.892,-1.2302,0,0,135.4264892,-1.31528786
Sc1Co7Ba8O24,-1.403,-2.9399,0,0,105.9323722,-1.351491036
Sc2Co6Ba8O24,-1.369,-2.8261,0,0,84.20838368,-1.534202249
Sc4Co4Ba8O24,-1.272,-2.5016,0,0,98.80490655,-1.841580175
Y1Co7Ba8O24,-1.382,-2.8696,0.543,0.109,101.8838757,-1.355543461
Y2Co6Ba8O24,-1.31,-2.6287,0,0,95.77864058,-1.52263985
Y4Co4Ba8O24,-1.157,-2.1168,0,0,107.6551704,-1.832745627
Sr8Co7Al1O24,-1.613,-3.6425,0,0,67.71649743,-1.392717894
Sr8Co6Al2O24,-1.587,-3.5555,0.509,0,82.11902013,-1.514283489
Sr8Co4Al4O24,-1.459,-3.1272,0,0,123.3670698,-1.74371718
Sr8Co7O24Ga1,-1.508,-3.2912,0,0,81.00509637,-1.309394826
Sr8Co6O24Ga2,-1.497,-3.2544,0,0,92.70646802,-1.363627103
Sr8Co4O24Ga4,-1.354,-2.7759,0,0,138.8449959,-1.448518658
Sr8Co7O24In1,-1.585,-3.5488,0,0,78.21525252,-1.286746496
Sr8Co6O24In2,-1.471,-3.1674,0,0,96.96228032,-1.308494942
Sr8Co4O24In4,-1.22,-2.3276,0.115,0,141.3540433,-1.340070836
Sc1Sr8Co7O24,-1.65,-3.7663,0,0,57.41654336,-1.427535512
Sc2Sr8Co6O24,-1.609,-3.6291,0,0,51.98836201,-1.593449475
Sc4Sr8Co4O24,-1.354,-2.7759,0,0,46.57820663,-1.914807901
Y1Sr8Co7O24,-1.616,-3.6525,0,0,77.08989732,-1.407839937
Y2Sr8Co6O24,-1.487,-3.2209,0,0,84.62820814,-1.557416326
Y4Sr8Co4O24,-1.42,-2.9967,0,0,104.682468,-1.848242603
Sr2Co7Ba6O24Al1,-1.445,-3.0804,0.647,0,110.0658463,-1.330222975
Sr2Co6Ba6O24Al2,-1.337,-2.719,0,0,143.7223659,-1.43341157
Sr2Co4Ba6O24Al4,-1.25,-2.428,0,0.325,190.046405,-1.660777761
O24Sr2Co7Ba6Ga1,-1.392,-2.9031,0,0,109.9130965,-1.259596156
O24Sr2Co6Ba6Ga2,-1.268,-2.4882,0,0,131.7986162,-1.303776184
O24Sr2Co4Ba6Ga4,-1.076,-1.8458,0,0,194.6910597,-1.371102488
Sr2Co7Ba6O24In1,-1.369,-2.8261,0,0.161,105.8361507,-1.238366826
Sr2Co6Ba6O24In2,-1.244,-2.4079,0,0,115.1422247,-1.269820023
Sr2Co4Ba6O24In4,-1.064,-1.8056,0.161,0,151.0891226,-1.315391667
Sc1Sr2Co7Ba6O24,-1.428,-3.0235,0,0,94.52083822,-1.369910092
Sc2Sr2Co6Ba6O24,-1.41,-2.9633,0,0,82.82809965,-1.542590055
Sc4Sr2Co4Ba6O24,-1.177,-2.1837,0,0.491,92.79832923,-1.854118982
Y1Sr2Co7Ba6O24,-1.398,-2.9231,0,0,94.39134167,-1.370043518
Y2Sr2Co6Ba6O24,-1.358,-2.7893,0,0,95.42710656,-1.529998906
Y4Sr2Co4Ba6O24,-1.195,-2.2439,0,0,108.3121823,-1.835219684
Sr4Co7Ba4O24Al1,-1.427,-3.0202,0,0,126.9553123,-1.320341031
Sr4Co6Ba4O24Al2,-1.372,-2.8361,0,0,130.5685819,-1.453572876
Sr4Co4Ba4O24Al4,-1.348,-2.7558,0,0.117,178.1598734,-1.678635317
O24Sr4Co7Ba4Ga1,-1.407,-2.9532,0,0,125.3095625,-1.251207213
O24Sr4Co6Ba4Ga2,-1.348,-2.7558,0,0,122.0285822,-1.32055374
O24Sr4Co4Ba4Ga4,-1.134,-2.0398,0,0,189.4203717,-1.385293045
Sr4Co7Ba4O24In1,-1.441,-3.067,0,0,106.9131167,-1.244297383
Sr4Co6Ba4O24In2,-1.311,-2.632,0,0,122.1851907,-1.269784579
Sr4Co4Ba4O24In4,-1.125,-2.0097,0,0,156.5180885,-1.316970223
Sc1Sr4Co7Ba4O24,-1.492,-3.2376,0,0,90.4495542,-1.380988899
Sc2Sr4Co6Ba4O24,-1.477,-3.1874,0,0,83.21756563,-1.549208112
Sc4Sr4Co4Ba4O24,-1.254,-2.4413,0,1.719,83.53425191,-1.869915288
Y1Sr4Co7Ba4O24,-1.503,-3.2744,0,0,102.2170577,-1.369225324
Y2Sr4Co6Ba4O24,-1.391,-2.8997,0,0,96.47357254,-1.535959963
Y4Sr4Co4Ba4O24,-1.475,-3.1808,0,0.106,110.4801942,-1.83618274
Fe7Ba8O24Al1,-1.105,-1.9428,0,0,39.04655223,-1.569932416
Fe6Ba8O24Al2,-1.099,-1.9227,0,0.442,68.98007677,-1.646325726
Fe4Ba8O24Al4,-1.044,-1.7387,0,1.878,125.3126258,-1.802646846
O24Ba8Ga1Fe7,-1.039,-1.722,0,0.478,36.00668628,-1.503129098
O24Ba8Ga2Fe6,-1.008,-1.6183,0,0,62.84784487,-1.512771589
O24Ba8Ga4Fe4,-0.907,-1.2803,0,1.469,117.3894121,-1.531197323
Fe7Ba8O24In1,-1.076,-1.8458,0,0,18.90387551,-1.488865767
Fe6Ba8O24In2,-1.034,-1.7053,0,0,26.61897332,-1.486268179
Fe4Ba8O24In4,-0.843,-1.0662,0,0,46.88266895,-1.476239502
Sc1Ba8O24Fe7,-1.146,-2.08,0,0.476,9.947335661,-1.620260533
Sc2Ba8O24Fe6,-1.163,-2.1369,0,0.544,12.23389363,-1.745529711
Sc4Ba8O24Fe4,-1.06,-1.7922,0,1.505,27.21450957,-1.985660567
Y1Ba8O24Fe7,-1.178,-2.1871,0,0.511,17.43031391,-1.611087959
Y2Ba8O24Fe6,-1.119,-1.9897,0,0,29.13729713,-1.725112562
Y4Ba8O24Fe4,-1.251,-2.4313,0,0.648,35.10096061,-1.970477519
Sr8Al1O24Fe7,-1.409,-2.9599,0,0,33.14817606,-1.659398142
Sr8Al2O24Fe6,-1.41,-2.9633,0,0,51.8182329,-1.743551952
Sr8Al4O24Fe4,-1.42,-2.9967,0,1.875,93.12084659,-1.907897072
O24Sr8Fe7Ga1,-1.414,-2.9767,0,0,37.06688953,-1.585438574
O24Sr8Fe6Ga2,-1.324,-2.6755,0,0.11,60.78290984,-1.594505565
O24Sr8Fe4Ga4,-1.197,-2.2506,0,0,113.3219505,-1.607532549
Sr8Fe7O24In1,-1.437,-3.0536,0,0,44.32818115,-1.552745493
Sr8Fe6O24In2,-1.332,-2.7023,0,0,70.95249309,-1.533472405
Sr8Fe4O24In4,-1.139,-2.0566,0,0,124.273117,-1.494854228
Sc1Sr8Fe7O24,-1.469,-3.1607,0,0.146,24.231722,-1.692832259
Sc2Sr8Fe6O24,-1.419,-2.9934,0,0.217,32.64732478,-1.811758187
Sc4Sr8Fe4O24,-1.571,-3.502,0,0.36,62.02428034,-2.037064293
Y1Sr8Fe7O24,-1.458,-3.1239,0,0.182,49.6708469,-1.667383685
Y2Sr8Fe6O24,-1.385,-2.8796,0,0,73.45957459,-1.770927038
Y4Sr8Fe4O24,-1.554,-3.4451,0.143,0.143,112.9093029,-1.979970745
Fe7Sr2Ba6O24Al1,-1.176,-2.1804,0,0,43.4380611,-1.588173972
Fe6Sr2Ba6O24Al2,-1.172,-2.167,0,0.331,71.96834595,-1.666172032
Fe4Sr2Ba6O24Al4,-1.126,-2.0131,0,1.88,127.664645,-1.823129402
O24Sr2Ba6Ga1Fe7,-1.118,-1.9863,0,0,41.88542968,-1.519581154
O24Sr2Ba6Ga2Fe6,-1.075,-1.8424,0,0.405,68.87735374,-1.529375146
O24Sr2Ba6Ga4Fe4,-0.961,-1.461,0,1.432,125.1719312,-1.54624938
Fe7Sr2Ba6O24In1,-1.155,-2.1101,0,0.402,30.53286251,-1.501238074
Fe6Sr2Ba6O24In2,-1.101,-1.9294,0,0.439,43.01592814,-1.495039235
Fe4Sr2Ba6O24In4,-0.915,-1.3071,0,0,72.17455941,-1.478449058
Sc1Sr2Ba6O24Fe7,-1.228,-2.3543,0,0.365,18.27859453,-1.63456234
Sc2Sr2Ba6O24Fe6,-1.247,-2.4179,0,0.399,22.02491282,-1.758573268
Sc4Sr2Ba6O24Fe4,-1.134,-2.0398,0,1.362,42.88927876,-1.992820373
Y1Sr2Ba6O24Fe7,-1.247,-2.4179,0,0.438,29.54783309,-1.621805015
