ID(Khazana),Material composition,CationA,CationB,Anion X,rMass,rIon,ToleranceFactor,class,total_number,atom_type,tool,potential,"Band Gap, HSE06 (eV)","Band Gap, GGA (eV)",dielectric_total,dielectric_electron,dielectric_ion,atomization_energy[eV/atom],total_energy[eV],cutoff_energy[eV],k-points,author,,,
1978,C3H10N1Ge1Cl3,C3H10N1,Ge1,Cl3,2.838,C2,2.079369666,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.65,3.63,10.423,3.7631,6.6599,-4.4434,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1979,C3H10N1Ge1Cl3,C3H10N1,Ge1,Cl3,1.49,C1,1.496384993,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.83,3.8,9.4178,3.6879,5.7298,-4.4425,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1980,C2H8N1Ge1Cl3,C2H8N1,Ge1,Cl3,1.294,C12,1.411618675,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.77,2.89,11.0367,3.856,7.1807,-4.4466,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1981,C2H8N1Ge1Cl3,C2H8N1,Ge1,Cl3,1.294,C12,1.411618675,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.8,2.92,18.6252,3.8709,14.7544,-4.4495,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1982,C2H8N1Ge1Cl3,C2H8N1,Ge1,Cl3,1.293,C12,1.411186194,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.8,2.92,15.277,3.8637,11.4133,-4.4487,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1983,C2H8N1Ge1Cl3,C2H8N1,Ge1,Cl3,1.299,C12,1.413781081,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.25,3.29,20.4076,3.8259,16.5816,-4.4472,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1984,C2H8N1Ge1Cl3,C2H8N1,Ge1,Cl3,1.299,C12,1.413781081,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.21,3.26,31.174,4.3032,26.8709,-4.4527,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1985,C2H8N1Ge1Cl3,C2H8N1,Ge1,Cl3,2.353,C13,1.869616278,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.69,3.69,33.5315,4.3169,29.2146,-4.4556,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1986,C2H8N1Ge1Cl3,C2H8N1,Ge1,Cl3,1.298,C12,1.4133486,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.72,3.71,27.6224,4.2614,23.361,-4.4568,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1987,C2H7N2Ge1Cl3,C2H7N2,Ge1,Cl3,1.467,C1,1.486437925,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.94,3.04,9.9381,3.5694,6.3687,-4.3835,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1988,C2H7N2Ge1Cl3,C2H7N2,Ge1,Cl3,1.465,C1,1.485572962,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.76,2.89,15.1174,3.7338,11.3836,-4.3876,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1989,C2H7N2Ge1Cl3,C2H7N2,Ge1,Cl3,1.512,C1,1.505899579,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.65,3.61,8.1882,3.4307,4.7575,-4.3779,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1990,C2H7N2Ge1Cl3,C2H7N2,Ge1,Cl3,1.447,C1,1.4777883,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.57,3.52,21.0219,4.0071,17.0148,-4.3941,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1991,C2H7N2Ge1Cl3,C2H7N2,Ge1,Cl3,1.536,C1,1.516279128,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.86,3.76,16.8759,3.7866,13.0893,-4.3894,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1992,C1H6N1Ge1Cl3,C1H6N1,Ge1,Cl3,0.806,C10,1.200567844,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,2.81,2.03,24.4764,4.0963,20.3801,-4.3934,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1993,C1H6N1Ge1Cl3,C1H6N1,Ge1,Cl3,2.013,C10,1.722572666,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,4.41,3.44,29.4726,4.0927,25.38,-4.3935,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1994,C1H6N1Ge1Cl3,C1H6N1,Ge1,Cl3,0.808,C10,1.201432806,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,4.46,3.45,15.7596,3.9876,11.772,-4.3943,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1995,C1H6N1Ge1Cl3,C1H6N1,Ge1,Cl3,0.808,C10,1.201432806,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,4.13,3.2,17.6103,4.0166,13.5936,-4.3943,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1996,C1H6N1Ge1Cl3,C1H6N1,Ge1,Cl3,1.082,C10,1.319932658,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.86,2.99,13.6347,4.0878,9.5469,-3.7448,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1997,C1H6N3Ge1Cl3,C1H6N3,Ge1,Cl3,1.341,N11,1.994170867,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,4.04,3.14,14.2955,4.1087,10.1867,-3.7446,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1998,C1H6N3Ge1Cl3,C1H6N3,Ge1,Cl3,1.411,N12,2.024444552,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.64,2.72,14.0696,3.9671,10.1026,-3.7407,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
1999,C1H6N3Ge1Cl3,C1H6N3,Ge1,Cl3,2.756,N12,2.606131782,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,4.52,3.51,16.9639,4.2395,12.7244,-3.9754,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2000,H4N1O1Ge3Cl,H4N1O1,Ge3,Cl1,0.066,N9,1.442757322,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,2.56,1.93,17.5643,4.2319,13.3323,-3.9753,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2001,H4N1O1Ge3Cl,H4N1O1,Ge3,Cl1,0.26,N9,1.526658677,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,3.81,2.9,12.2026,4.2504,7.9521,-3.9754,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2002,H4N1O1Ge3Cl,H4N1O1,Ge3,Cl1,0.217,N9,1.508061985,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,3.9,2.99,12.7381,4.1463,8.5918,-3.9657,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2003,H4N1O1Ge3Cl,H4N1O1,Ge3,Cl1,0.238,N9,1.517144091,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,4.24,3.23,16.4464,4.3523,12.0941,-3.9721,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2004,H4N1O1Ge3Cl,H4N1O1,Ge3,Cl1,0.206,N9,1.503304692,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,4.41,3.41,17.7084,4.3207,13.3878,-3.9539,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2005,H4N1O1Ge3Cl,H4N1O1,Ge3,Cl1,0.421,N9,1.596288153,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,4.24,3.25,14.158,4.2282,9.9298,-3.9737,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2006,H4N1O1Ge3Cl,H4N1O1,Ge3,Cl1,0.065,N9,1.442324841,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,4.4,3.41,13.3646,4.1464,9.2183,-3.951,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2007,C1H5N2Ge1Cl3,C1H5N2,Ge1,Cl3,2.771,N6,2.612619,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.45,2.59,7.8265,3.3538,4.4727,-4.4731,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2008,C1H5N2Ge1Cl3,C1H5N2,Ge1,Cl3,2.763,N5,2.60915915,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.68,2.81,11.9851,3.8978,8.0873,-4.4822,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2009,C1H5N2Ge1Cl3,C1H5N2,Ge1,Cl3,3.683,C12,2.44481629,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,4.41,3.35,13.6492,3.9378,9.7114,-4.4821,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2010,C4H12N1Ge1Cl3,C4H12N1,Ge1,Cl3,1.525,C1,1.511521835,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,4.49,3.51,9.7176,3.9545,5.7632,-4.2757,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2011,C4H12N1Ge1Cl3,C4H12N1,Ge1,Cl3,1.525,C3,1.511521835,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,4.61,3.59,17.0725,4.3123,12.7602,-4.4251,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2012,C4H12N1Ge1Cl3,C4H12N1,Ge1,Cl3,1.524,C1,1.511089354,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,4.54,3.5,18.0506,4.3205,13.7301,-4.4256,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2013,H5N2Ge1Cl3,H5N2,Ge1,Cl3,0.776,N10,1.749818983,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.49,1.79,20.0267,4.2518,15.775,-3.7867,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2014,H5N2Ge1Cl3,H5N2,Ge1,Cl3,0.783,N11,1.752846351,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.36,3.42,12.7846,4.1751,8.6094,-3.7858,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2015,H5N2Ge1Cl3,H5N2,Ge1,Cl3,2.995,N10,2.709494792,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,2.68,2.07,13.4491,4.212,9.2371,-3.7843,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2016,H5N2Ge1Cl3,H5N2,Ge1,Cl3,0.775,N10,1.749386501,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.36,3.43,17.7824,4.2585,13.524,-3.7865,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2017,H5N2Ge1Cl3,H5N2,Ge1,Cl3,0.858,N10,1.785282442,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.57,3.47,13.6528,4.2456,9.4072,-3.7947,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2018,H5N2Ge1Cl3,H5N2,Ge1,Cl3,0.887,N10,1.797824397,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.55,3.52,14.857,4.2582,10.5988,-3.7958,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2019,H5N2Ge1Cl3,H5N2,Ge1,Cl3,0.775,N10,1.749386501,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.39,3.44,14.8413,4.203,10.6383,-3.7775,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2020,H5N2Ge1Cl3,H5N2,Ge1,Cl3,0.772,N10,1.748089058,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.41,3.37,11.2036,3.9655,7.2381,-4.6137,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2021,H5N2Ge1Cl3,H5N2,Ge1,Cl3,0.783,N11,1.752846351,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.95,3.11,30.5672,4.3688,26.1984,-4.6089,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2022,H5N2Ge1Cl3,H5N2,Ge1,Cl3,1.608,N10,2.109643351,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.36,3.41,23.3075,4.3547,18.9528,-4.6117,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2023,H4N1Ge1Cl3,H4N1,Ge1,Cl3,0.003,N5,1.415511006,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,4.55,3.53,14.4667,4.0664,10.4003,-4.0771,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2024,H4N1Ge1Cl3,H4N1,Ge1,Cl3,0.003,N5,1.415511006,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,2.9,2.18,12.6335,3.978,8.6556,-4.0757,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2025,C3H10N1Ge1Cl3,C3H10N1,Ge1,Cl3,1.461,C1,1.483843037,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.9,2.97,19.0544,3.9412,15.1132,-4.0771,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2026,C3H10N1Ge1Cl3,C3H10N1,Ge1,Cl3,1.462,C1,1.484275519,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.81,2.88,16.65,4.1561,12.4938,-4.0784,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2027,C3H10N1Ge1Cl3,C3H10N1,Ge1,Cl3,1.453,C2,1.480383188,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.43,3.44,13.5607,4.1353,9.4254,-4.0787,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2028,C3H10N1Ge1Cl3,C3H10N1,Ge1,Cl3,1.45,C2,1.479085744,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.7,3.71,13.994,3.6804,10.3136,-4.5627,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2029,C3H10N1Ge1Cl3,C3H10N1,Ge1,Cl3,1.448,C1,1.478220782,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.34,3.32,11.2533,3.816,7.4373,-4.5733,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2030,C3H10N1Ge1Cl3,C3H10N1,Ge1,Cl3,1.449,C3,1.478653263,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.7,3.69,9.7715,3.8549,5.9166,-4.5761,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2031,C3H10N1Ge1Cl3,C3H10N1,Ge1,Cl3,1.455,C1,1.48124815,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.9,3.86,24.1625,4.2367,19.9258,-4.5746,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2032,C3H10N1Ge1Cl3,C3H10N1,Ge1,Cl3,1.546,C1,1.52060394,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.87,3.85,20.5661,4.2007,16.3654,-4.5754,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2033,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,1.14,C14,1.345016568,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.62,2.74,22.8521,4.2243,18.6278,-4.576,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2034,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,1.136,C14,1.343286644,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.56,2.69,13.4543,3.9414,9.513,-4.2642,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2035,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,1.139,C14,1.344584087,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.77,2.86,9.2569,3.5328,5.7241,-4.2547,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2036,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,1.138,C14,1.344151606,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.66,2.74,11.4329,3.7969,7.636,-4.2645,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2037,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,1.299,C13,1.413781081,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.32,3.28,19.6016,4.1622,15.4394,-4.2687,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2038,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,1.21,C14,1.375290253,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.01,2.97,34.1559,4.241,29.9149,-4.2689,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2039,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,1.334,N16,1.991143499,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.16,3.14,23.4471,4.1999,19.2473,-4.269,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2040,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,2.854,C12,2.086289365,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.81,3.77,32.9344,4.1865,28.7479,-4.2648,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2041,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,2.318,C14,1.854479436,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.72,3.69,10.716,3.6319,7.0841,-4.4097,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2042,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,2.328,C14,1.858804248,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.8,3.77,7.4694,3.3709,4.0985,-4.4107,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2043,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,1.139,C14,1.344584087,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.67,3.66,10.7238,3.4133,7.3105,-4.4125,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2044,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,3.001,N16,2.712089679,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.15,3.16,11.5439,3.4293,8.1146,-4.4123,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2045,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,2.939,C13,2.123050268,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.42,3.41,13.7768,3.9603,9.8165,-4.416,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2046,C3H8N1Ge1Cl3,C3H8N1,Ge1,Cl3,2.183,C14,1.796094472,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.48,3.44,11.9173,3.9488,7.9685,-4.4197,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2047,C3H5N2Ge1Cl3,C3H5N2,Ge1,Cl3,1.241,C10,1.388697171,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.58,2.71,12.0594,3.9705,8.0889,-4.4195,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2048,C3H5N2Ge1Cl3,C3H5N2,Ge1,Cl3,1.228,C10,1.383074915,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.9,3.04,12.7328,3.9034,8.8294,-4.4187,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2049,C3H5N2Ge1Cl3,C3H5N2,Ge1,Cl3,1.194,C9,1.368370554,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,4.18,3.26,8.7534,3.4874,5.2661,-4.5053,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2050,C3H5N2Ge1Cl3,C3H5N2,Ge1,Cl3,1.198,C9,1.370100479,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,4.44,3.3,13.136,3.7091,9.4268,-4.5035,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2051,C3H5N2Ge1Cl3,C3H5N2,Ge1,Cl3,2.594,C10,1.97384425,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,4.42,3.31,9.6544,3.5241,6.1303,-4.5054,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2052,C3H5N2Ge1Cl3,C3H5N2,Ge1,Cl3,1.197,C9,1.369667998,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,4.56,3.5,10.9123,3.5391,7.3732,-4.5054,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2053,C2H8N1Ge1Br3,C2H8N1,Ge1,Br3,1.324,C2,1.424137868,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.84,2.08,9.311,3.6819,5.6291,-4.4101,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2054,C2H8N1Ge1Br3,C2H8N1,Ge1,Br3,1.33,C2,1.426618944,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.9,2.11,8.8567,3.3045,5.5522,-4.3986,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2055,C2H8N1Ge1Br3,C2H8N1,Ge1,Br3,1.333,C2,1.427859483,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.95,2.99,9.9,3.5902,6.3098,-4.4169,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2056,C2H8N1Ge1Br3,C2H8N1,Ge1,Br3,1.336,C2,1.429100021,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.97,3.01,8.9712,3.47,5.5012,-4.4071,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2057,C2H8N1Ge1Br3,C2H8N1,Ge1,Br3,1.315,C2,1.420416253,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.69,2.79,7.6697,3.2626,4.4071,-4.3985,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2058,C2H8N1Ge1Br3,C2H8N1,Ge1,Br3,1.334,C2,1.428272995,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.94,3.01,8.1052,3.406,4.6992,-4.4091,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2059,C2H8N1Ge1Br3,C2H8N1,Ge1,Br3,1.362,C2,1.439851352,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.3,2.5,11.5973,3.8989,7.6984,-4.4144,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2060,C2H8N1Ge1Br3,C2H8N1,Ge1,Br3,1.323,C2,1.423724355,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.67,2.78,15.1425,3.9694,11.1731,-4.415,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2061,C2H8N1Ge1Br3,C2H8N1,Ge1,Br3,1.331,C2,1.427032457,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.89,2.94,9.0623,3.5693,5.493,-4.4154,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2062,C2H8N1Ge1Br3,C2H8N1,Ge1,Br3,1.336,C2,1.429100021,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,2.71,1.88,8.6594,3.5487,5.1107,-4.4152,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2063,C2H8N1Ge1Br3,C2H8N1,Ge1,Br3,1.338,C2,1.429927046,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.99,3.06,9.655,3.5665,6.0885,-4.4103,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2064,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,1.999,C3,1.703258966,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.59,2.68,9.5437,3.6557,5.888,-4.2692,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2065,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,1.988,C3,1.698710326,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.32,2.44,18.643,3.7587,14.8842,-4.2697,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2066,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,1.995,C3,1.701604915,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.19,2.33,12.8508,3.898,8.9528,-4.2736,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2067,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,1.717,C3,1.586648374,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.34,2.43,11.4614,3.8676,7.5938,-4.2767,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2068,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,1.67,C3,1.567213275,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.22,2.38,10.4265,3.6214,6.8052,-4.2799,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2069,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,1.733,C3,1.593264578,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.2,2.35,14.2904,3.8423,10.4481,-4.2864,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2070,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,4.384,N17,3.227053404,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.05,3.1,10.1051,3.7376,6.3675,-4.2854,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2071,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,4.166,N17,3.136907627,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.96,3.01,10.7987,3.7475,7.0512,-4.2836,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2072,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,4.569,N17,3.30355326,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.22,3.22,13.5854,4.1146,9.4708,-4.2876,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2073,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,3.648,N17,2.922708029,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.38,2.46,12.9719,4.1098,8.8621,-4.2898,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2074,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,5.012,N17,3.486739403,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.26,3.25,10.627,3.4261,7.2009,-5.0347,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2075,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,4.221,N17,3.159650828,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.86,2.95,11.8394,3.418,8.4213,-5.0353,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2076,C3H10N1Ge1Br3,C3H10N1,Ge1,Br3,4.119,C3,2.579905969,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.28,2.43,10.2734,3.4782,6.7952,-5.0332,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
